,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Kmeans_7,Cat
1490,464019,Male,No,23,No,Artist,2.0,Low,5.0,Cat_6,2,Cat_2
1491,464021,Female,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,2,Cat_2
1492,464023,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_7,2,Cat_2
1493,464030,Male,No,22,No,Entertainment,1.0,Low,4.0,Cat_6,2,Cat_2
1494,464031,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,2,Cat_2
1495,464032,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,2,Cat_2
1496,464033,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,2,Cat_2
1497,464039,Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,0,Cat_0
1498,464042,Female,Yes,38,Yes,Artist,8.0,Low,2.0,Cat_6,5,Cat_5
1499,464046,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,0,Cat_0
1500,464048,Female,No,38,Yes,Homemaker,4.0,Low,1.0,Cat_6,3,Cat_3
1501,464049,Female,No,29,Yes,Healthcare,0.0,Low,3.0,Cat_6,3,Cat_3
1502,464053,Female,Yes,35,No,Entertainment,4.0,Low,1.0,Cat_6,3,Cat_3
1503,464054,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,6,Cat_6
1504,464059,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,4,Cat_4
1505,464063,Female,No,32,Yes,Doctor,0.0,Low,1.0,Cat_6,3,Cat_3
1506,464066,Female,No,29,Yes,Healthcare,8.0,Low,3.0,Cat_4,3,Cat_3
1507,464067,Female,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_2,3,Cat_3
1508,464068,Male,Yes,59,No,Executive,0.0,High,4.0,Cat_6,1,Cat_1
1509,464071,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1510,464072,Male,Yes,53,Yes,Executive,0.0,Low,2.0,Cat_6,4,Cat_4
1511,464076,Male,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1512,464084,Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_4,2,Cat_2
1515,464096,Female,No,27,No,Healthcare,1.0,Low,5.0,Cat_4,2,Cat_2
1516,464099,Female,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_4,5,Cat_5
1517,464103,Male,Yes,46,Yes,Artist,4.0,Average,2.0,Cat_6,6,Cat_6
1518,464110,Male,Yes,63,Yes,Doctor,0.0,High,2.0,Cat_6,1,Cat_1
1519,464112,Male,No,32,Yes,Doctor,1.0,Low,2.0,Cat_6,0,Cat_0
1520,464115,Female,No,38,Yes,Engineer,0.0,Low,3.0,Cat_6,3,Cat_3
1521,464118,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,0,Cat_0
1522,464121,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,Cat_6,3,Cat_3
1523,464123,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
1524,464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,3,Cat_3
1525,464132,Male,No,27,No,Entertainment,0.0,Low,2.0,Cat_6,2,Cat_2
1526,464137,Female,Yes,87,No,Artist,7.0,High,2.0,Cat_7,1,Cat_1
1527,464139,Female,No,25,No,Healthcare,14.0,Low,1.0,Cat_6,2,Cat_2
1528,464144,Male,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
1529,464152,Male,Yes,41,Yes,Artist,1.0,High,4.0,Cat_6,1,Cat_1
1531,464167,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,1,Cat_1
1533,464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,1,Cat_1
1534,464173,Male,Yes,65,Yes,Artist,6.0,Average,3.0,Cat_6,6,Cat_6
1536,464176,Female,Yes,41,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
1537,464179,Female,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_6,5,Cat_5
1538,464180,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1539,464182,Male,Yes,39,Yes,Artist,4.0,Average,2.0,Cat_2,6,Cat_6
1540,464183,Female,No,42,No,Artist,2.0,Low,2.0,Cat_6,2,Cat_2
1541,464185,Male,Yes,68,Yes,Artist,5.0,High,2.0,Cat_6,1,Cat_1
1542,464195,Male,No,30,Yes,Artist,1.0,Low,1.0,Cat_6,0,Cat_0
1543,464200,Female,No,32,No,Healthcare,1.0,Low,3.0,Cat_6,2,Cat_2
1544,464202,Male,Yes,43,Yes,Artist,13.0,Low,1.0,Cat_6,4,Cat_4
1545,464204,Female,Yes,40,Yes,Artist,3.0,High,2.0,Cat_5,5,Cat_5
1546,464205,Female,Yes,87,No,Entertainment,0.0,High,2.0,Cat_6,1,Cat_1
1547,464206,Male,Yes,43,No,Entertainment,1.0,Low,2.0,Cat_6,4,Cat_4
1548,464211,Male,Yes,48,Yes,Doctor,1.0,Average,3.0,Cat_2,6,Cat_6
1549,464212,Female,Yes,58,Yes,Marketing,0.0,Average,2.0,Cat_6,5,Cat_5
1551,464217,Female,No,30,No,Healthcare,14.0,Low,3.0,Cat_6,2,Cat_2
1552,464223,Female,Yes,53,Yes,Artist,2.0,Low,2.0,Cat_6,5,Cat_5
1553,464226,Female,Yes,56,Yes,Artist,3.0,Average,3.0,Cat_6,5,Cat_5
1554,464231,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_6,6,Cat_6
1555,464232,Male,Yes,28,No,Doctor,1.0,Low,5.0,Cat_6,4,Cat_4
1556,464246,Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
1557,464254,Male,Yes,62,Yes,Entertainment,1.0,Average,3.0,Cat_6,6,Cat_6
1558,464255,Female,Yes,49,Yes,Artist,1.0,Average,5.0,Cat_4,5,Cat_5
1560,464265,Male,Yes,62,Yes,Entertainment,1.0,Low,2.0,Cat_6,4,Cat_4
1562,464270,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,3,Cat_3
1563,464271,Female,Yes,36,Yes,Artist,1.0,Average,3.0,Cat_2,5,Cat_5
1564,464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,5,Cat_5
1565,464276,Female,Yes,66,No,Marketing,0.0,High,2.0,Cat_1,1,Cat_1
1566,464283,Male,No,40,Yes,Artist,6.0,Low,2.0,Cat_6,0,Cat_0
1567,464286,Female,Yes,57,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
1569,464289,Male,Yes,35,No,Marketing,1.0,Low,3.0,Cat_6,4,Cat_4
1570,464292,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,6,Cat_6
1571,464297,Male,No,29,No,Artist,8.0,Low,5.0,Cat_5,2,Cat_2
1572,464298,Male,No,26,No,Doctor,0.0,Low,1.0,Cat_6,2,Cat_2
1573,464308,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1574,464318,Male,Yes,86,Yes,Executive,0.0,Low,1.0,Cat_6,4,Cat_4
1575,464320,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1576,464326,Female,No,37,Yes,Artist,0.0,Low,3.0,Cat_6,3,Cat_3
1577,464332,Male,Yes,74,No,Executive,0.0,High,2.0,Cat_6,1,Cat_1
1578,464339,Male,No,27,No,Artist,1.0,Low,2.0,Cat_6,2,Cat_2
1579,464344,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,3,Cat_3
1580,464351,Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_6,3,Cat_3
1581,464364,Male,Yes,39,Yes,Artist,7.0,Average,2.0,Cat_6,6,Cat_6
1582,464368,Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,Cat_6,6,Cat_6
1583,464370,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,6,Cat_6
1584,464373,Female,No,47,Yes,Artist,0.0,Low,2.0,Cat_6,3,Cat_3
1585,464378,Female,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,5,Cat_5
1586,464381,Male,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,6,Cat_6
1587,464382,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
1588,464386,Male,Yes,41,Yes,Doctor,0.0,Average,3.0,Cat_6,6,Cat_6
1589,464387,Female,No,26,Yes,Artist,9.0,Low,5.0,Cat_6,3,Cat_3
1590,464389,Male,Yes,72,Yes,Artist,0.0,High,2.0,Cat_2,1,Cat_1
1592,464396,Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,Cat_6,6,Cat_6
1593,464412,Male,Yes,72,No,Lawyer,1.0,Low,2.0,Cat_6,4,Cat_4
1594,464424,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,0,Cat_0
1595,464425,Male,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,0,Cat_0
1596,464432,Male,No,25,No,Engineer,9.0,Low,2.0,Cat_3,2,Cat_2
1598,464436,Male,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_4,1,Cat_1
1599,464437,Female,Yes,51,Yes,Engineer,0.0,Average,4.0,Cat_6,5,Cat_5
1600,464441,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_2,4,Cat_4
1601,464451,Female,Yes,76,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
1602,464456,Male,Yes,29,Yes,Artist,1.0,Low,4.0,Cat_6,4,Cat_4
1603,464468,Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,4,Cat_4
1604,464473,Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
1605,464474,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
1606,464478,Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1607,464481,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,1,Cat_1
1608,464482,Male,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_6,4,Cat_4
1609,464483,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,5,Cat_5
1610,464485,Male,No,25,Yes,Entertainment,5.0,Low,2.0,Cat_3,0,Cat_0
1611,464487,Male,No,46,No,Engineer,1.0,Low,3.0,Cat_4,2,Cat_2
1612,464488,Female,No,43,Yes,Artist,7.0,Low,9.0,Cat_6,3,Cat_3
1613,464494,Female,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_3,5,Cat_5
1614,464499,Male,Yes,41,Yes,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1615,464501,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_6,2,Cat_2
1616,464504,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6,0,Cat_0
1617,464506,Male,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_4,0,Cat_0
1619,464522,Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6,3,Cat_3
1620,464526,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,6,Cat_6
1621,464528,Male,Yes,46,Yes,Entertainment,4.0,High,4.0,Cat_2,1,Cat_1
1623,464536,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,6,Cat_6
1624,464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,5,Cat_5
1625,464544,Female,Yes,43,Yes,Entertainment,5.0,Average,3.0,Cat_6,5,Cat_5
1626,464549,Male,Yes,53,Yes,Executive,1.0,Low,4.0,Cat_6,4,Cat_4
1628,464552,Female,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_4,5,Cat_5
1629,464553,Male,Yes,71,Yes,Artist,1.0,Low,2.0,Cat_6,4,Cat_4
1630,464555,Male,Yes,32,Yes,Marketing,13.0,High,4.0,Cat_4,1,Cat_1
1631,464560,Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6,0,Cat_0
1632,464561,Female,No,46,Yes,Entertainment,8.0,Low,2.0,Cat_6,3,Cat_3
1633,464566,Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_6,1,Cat_1
1634,464569,Male,No,29,No,Doctor,1.0,Low,5.0,Cat_6,2,Cat_2
1635,464570,Male,Yes,25,Yes,Doctor,1.0,Average,2.0,Cat_6,6,Cat_6
1636,464572,Female,Yes,52,Yes,Marketing,0.0,Low,1.0,Cat_6,3,Cat_3
1637,464576,Male,No,30,Yes,Doctor,9.0,Low,5.0,Cat_6,0,Cat_0
1638,464577,Female,Yes,25,Yes,Healthcare,12.0,High,2.0,Cat_6,1,Cat_1
1639,464580,Male,No,32,No,Artist,9.0,Low,4.0,Cat_6,2,Cat_2
1641,464586,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_3,3,Cat_3
1642,464593,Female,No,43,Yes,Doctor,1.0,Low,4.0,Cat_2,3,Cat_3
1643,464594,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_2,4,Cat_4
1644,464597,Male,No,41,No,Artist,5.0,Low,2.0,Cat_6,2,Cat_2
1645,464601,Female,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_6,3,Cat_3
1646,464603,Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_3,3,Cat_3
1647,464606,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,6,Cat_6
1648,464607,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_2,5,Cat_5
1649,464608,Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,5,Cat_5
1651,464620,Female,Yes,40,Yes,Artist,0.0,High,2.0,Cat_6,5,Cat_5
1652,464621,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_6,4,Cat_4
1654,464641,Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,Cat_1,5,Cat_5
1655,464652,Female,Yes,30,No,Engineer,5.0,Average,2.0,Cat_4,5,Cat_5
1656,464654,Female,Yes,40,No,Engineer,1.0,Average,4.0,Cat_4,5,Cat_5
1657,464664,Male,Yes,43,No,Entertainment,0.0,Average,5.0,Cat_4,6,Cat_6
1658,464666,Male,Yes,40,Yes,Entertainment,3.0,Average,3.0,Cat_4,6,Cat_6
1659,464670,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,6,Cat_6
1660,464673,Male,Yes,49,No,Executive,1.0,High,7.0,Cat_2,1,Cat_1
1661,464674,Male,Yes,51,No,Artist,0.0,Average,5.0,Cat_4,6,Cat_6
1662,464675,Female,Yes,39,No,Doctor,1.0,Average,9.0,Cat_4,5,Cat_5
1663,464677,Male,Yes,23,No,Healthcare,1.0,Low,5.0,Cat_4,4,Cat_4
1664,464683,Male,Yes,53,No,Engineer,0.0,Average,6.0,Cat_4,6,Cat_6
1665,464684,Female,No,35,No,Engineer,9.0,Low,5.0,Cat_4,2,Cat_2
1666,464685,Male,No,35,No,Executive,2.0,Low,4.0,Cat_4,2,Cat_2
1667,464688,Male,Yes,30,Yes,Doctor,1.0,Low,9.0,Cat_4,4,Cat_4
1669,464691,Male,No,38,Yes,Artist,1.0,Low,3.0,Cat_4,0,Cat_0
1670,464692,Female,No,53,No,Marketing,0.0,Low,1.0,Cat_3,3,Cat_3
1671,464693,Female,No,36,Yes,Engineer,8.0,Low,1.0,Cat_4,3,Cat_3
1672,464695,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_4,2,Cat_2
1673,464696,Female,No,40,Yes,Engineer,1.0,Low,1.0,Cat_4,3,Cat_3
1674,464697,Female,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_4,5,Cat_5
1675,464699,Male,No,31,No,Doctor,1.0,Low,5.0,Cat_4,2,Cat_2
1676,464701,Male,No,31,No,Doctor,1.0,Low,2.0,Cat_4,2,Cat_2
1677,464704,Male,Yes,41,Yes,Healthcare,0.0,Average,4.0,Cat_4,6,Cat_6
1679,464711,Female,Yes,38,Yes,Artist,5.0,Average,3.0,Cat_1,5,Cat_5
1680,464712,Male,Yes,49,No,Artist,1.0,Low,5.0,Cat_4,4,Cat_4
1682,464726,Male,Yes,28,Yes,Executive,14.0,High,9.0,Cat_4,1,Cat_1
1683,464728,Male,Yes,51,No,Entertainment,0.0,High,4.0,Cat_4,1,Cat_1
1684,464732,Male,Yes,41,No,Artist,1.0,Average,2.0,Cat_4,6,Cat_6
1685,464737,Female,Yes,57,No,Engineer,0.0,Average,6.0,Cat_4,5,Cat_5
1686,464739,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_4,4,Cat_4
1687,464746,Male,Yes,29,No,Executive,3.0,Average,5.0,Cat_4,6,Cat_6
1689,464755,Male,Yes,49,Yes,Artist,0.0,High,2.0,Cat_6,1,Cat_1
1690,464756,Female,No,28,No,Engineer,6.0,Low,3.0,Cat_4,2,Cat_2
1691,464758,Female,Yes,48,No,Engineer,1.0,Average,4.0,Cat_4,5,Cat_5
1692,464760,Female,Yes,51,No,Engineer,5.0,Average,4.0,Cat_4,5,Cat_5
1693,464765,Female,Yes,48,No,Engineer,5.0,Average,6.0,Cat_4,5,Cat_5
1694,464766,Female,Yes,48,No,Engineer,5.0,Average,5.0,Cat_4,5,Cat_5
1696,464772,Female,Yes,39,No,Engineer,8.0,Average,4.0,Cat_4,5,Cat_5
1697,464774,Female,Yes,50,No,Engineer,7.0,Average,5.0,Cat_4,5,Cat_5
1698,464780,Female,No,33,No,Engineer,1.0,Low,9.0,Cat_4,2,Cat_2
1700,464792,Male,Yes,30,No,Marketing,2.0,High,5.0,Cat_4,1,Cat_1
1702,464799,Male,No,36,No,Marketing,0.0,Low,4.0,Cat_4,2,Cat_2
1703,464802,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,2,Cat_2
1704,464804,Male,Yes,26,No,Entertainment,1.0,Low,1.0,Cat_4,4,Cat_4
1705,464806,Male,Yes,33,No,Executive,0.0,Low,2.0,Cat_4,4,Cat_4
1707,464812,Female,Yes,49,Yes,Engineer,1.0,High,5.0,Cat_4,5,Cat_5
1708,464813,Male,Yes,48,Yes,Engineer,6.0,Average,5.0,Cat_6,6,Cat_6
1709,464817,Male,No,31,Yes,Artist,5.0,Low,1.0,Cat_4,0,Cat_0
1711,464825,Female,No,21,No,Healthcare,5.0,Low,1.0,Cat_4,2,Cat_2
1712,464827,Female,Yes,50,No,Entertainment,8.0,Average,5.0,Cat_4,5,Cat_5
1713,464828,Male,No,23,No,Healthcare,9.0,Low,6.0,Cat_4,2,Cat_2
1714,464831,Female,Yes,21,No,Healthcare,0.0,Low,2.0,Cat_4,5,Cat_5
1716,464835,Male,No,20,No,Healthcare,0.0,Low,6.0,Cat_4,2,Cat_2
1718,464845,Male,Yes,29,No,Engineer,0.0,Average,3.0,Cat_4,6,Cat_6
1719,464849,Male,Yes,42,Yes,Artist,0.0,Average,4.0,Cat_4,6,Cat_6
1720,464851,Male,No,20,No,Doctor,0.0,Low,6.0,Cat_4,2,Cat_2
1721,464852,Male,Yes,36,No,Executive,1.0,Low,6.0,Cat_4,4,Cat_4
1722,464854,Female,Yes,42,No,Engineer,0.0,High,6.0,Cat_4,1,Cat_1
1723,464857,Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_4,2,Cat_2
1725,464864,Female,No,30,No,Engineer,10.0,Low,8.0,Cat_4,2,Cat_2
1726,464865,Female,No,28,No,Homemaker,9.0,Low,9.0,Cat_4,2,Cat_2
1727,464868,Male,Yes,42,Yes,Entertainment,7.0,Low,6.0,Cat_4,4,Cat_4
1728,464872,Male,Yes,38,Yes,Artist,1.0,Low,4.0,Cat_4,4,Cat_4
1729,464873,Male,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_4,6,Cat_6
1731,464879,Female,Yes,29,Yes,Doctor,0.0,Average,2.0,Cat_4,5,Cat_5
1732,464884,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_4,4,Cat_4
1733,464885,Female,No,38,No,Engineer,1.0,Low,2.0,Cat_4,2,Cat_2
1734,464886,Male,Yes,37,Yes,Engineer,1.0,Average,4.0,Cat_4,6,Cat_6
1735,464902,Female,Yes,65,No,Lawyer,1.0,Low,1.0,Cat_4,4,Cat_4
1738,464910,Female,Yes,47,Yes,Artist,1.0,Average,5.0,Cat_4,5,Cat_5
1739,464911,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_4,6,Cat_6
1742,464919,Male,Yes,37,Yes,Artist,9.0,Low,1.0,Cat_4,4,Cat_4
1743,464920,Male,No,39,Yes,Artist,4.0,Low,1.0,Cat_4,0,Cat_0
1744,464921,Male,Yes,39,No,Doctor,1.0,Average,5.0,Cat_4,6,Cat_6
1746,464927,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_4,5,Cat_5
1747,464932,Male,Yes,51,Yes,Executive,9.0,Low,1.0,Cat_4,4,Cat_4
1748,464938,Male,Yes,48,No,Artist,1.0,Low,3.0,Cat_4,4,Cat_4
1749,464939,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,2,Cat_2
1750,464940,Female,Yes,29,No,Engineer,1.0,Low,2.0,Cat_4,5,Cat_5
1751,464944,Female,Yes,43,Yes,Entertainment,0.0,Low,2.0,Cat_4,5,Cat_5
1752,464947,Male,No,25,No,Doctor,5.0,Low,1.0,Cat_4,2,Cat_2
1753,464957,Female,Yes,75,No,Lawyer,0.0,Low,1.0,Cat_4,4,Cat_4
1754,464960,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_4,2,Cat_2
1755,464961,Male,Yes,86,No,Marketing,1.0,Low,1.0,Cat_4,4,Cat_4
1756,464963,Female,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_4,5,Cat_5
1757,464972,Male,Yes,73,No,Lawyer,1.0,High,9.0,Cat_4,1,Cat_1
1759,464981,Male,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
1760,464987,Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6,1,Cat_1
1761,464990,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,1,Cat_1
1762,464991,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1763,464995,Male,Yes,53,No,Executive,2.0,High,4.0,Cat_4,1,Cat_1
1764,465001,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1765,465005,Male,Yes,47,Yes,Executive,3.0,High,3.0,Cat_6,1,Cat_1
1766,465012,Male,Yes,59,No,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1767,465014,Male,Yes,82,No,Lawyer,1.0,Low,1.0,Cat_6,4,Cat_4
1768,465022,Female,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1769,465023,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_2,6,Cat_6
1770,465026,Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,2,Cat_2
1771,465032,Male,Yes,67,Yes,Executive,1.0,High,2.0,Cat_6,1,Cat_1
1772,465035,Female,Yes,83,Yes,Lawyer,13.0,High,2.0,Cat_6,1,Cat_1
1773,465038,Male,Yes,49,No,Executive,0.0,High,4.0,Cat_6,1,Cat_1
1774,465039,Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1775,465040,Male,Yes,69,No,Lawyer,1.0,Average,2.0,Cat_6,6,Cat_6
1776,465045,Male,Yes,40,Yes,Entertainment,9.0,Average,2.0,Cat_6,6,Cat_6
1777,465056,Male,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1778,465069,Male,Yes,68,Yes,Healthcare,0.0,Average,3.0,Cat_6,6,Cat_6
1780,465076,Male,Yes,67,Yes,Artist,0.0,High,5.0,Cat_6,1,Cat_1
1781,465079,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,Cat_4
1782,465082,Male,Yes,65,Yes,Lawyer,1.0,Low,1.0,Cat_3,4,Cat_4
1783,465087,Male,No,29,Yes,Doctor,0.0,Low,4.0,Cat_6,0,Cat_0
1785,465092,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,1,Cat_1
1786,465093,Male,Yes,57,Yes,Doctor,0.0,Low,1.0,Cat_6,4,Cat_4
1787,465095,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1788,465099,Male,Yes,39,No,Entertainment,1.0,Average,2.0,Cat_6,6,Cat_6
1789,465100,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,1,Cat_1
1790,465101,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,Cat_3
1791,465105,Male,Yes,65,No,Executive,8.0,Average,2.0,Cat_6,6,Cat_6
1793,465111,Female,Yes,40,Yes,Artist,8.0,Average,2.0,Cat_6,5,Cat_5
1794,465112,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1795,465113,Male,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_4,1,Cat_1
1796,465119,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,5,Cat_5
1797,465120,Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_6,3,Cat_3
1798,465121,Female,No,32,Yes,Artist,7.0,Low,1.0,Cat_3,3,Cat_3
1799,465122,Female,Yes,41,Yes,Artist,3.0,Average,2.0,Cat_6,5,Cat_5
1800,465124,Female,Yes,27,Yes,Healthcare,6.0,Average,2.0,Cat_6,5,Cat_5
1801,465128,Female,Yes,58,No,Artist,0.0,Average,3.0,Cat_6,5,Cat_5
1802,465134,Female,Yes,61,Yes,Entertainment,1.0,Average,5.0,Cat_6,5,Cat_5
1803,465136,Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,6,Cat_6
1804,465144,Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6,0,Cat_0
1805,465147,Male,No,33,Yes,Healthcare,2.0,Low,3.0,Cat_6,0,Cat_0
1807,465150,Male,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6,0,Cat_0
1808,465153,Male,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,6,Cat_6
1809,465155,Male,Yes,81,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,Cat_4
1810,465160,Male,Yes,61,Yes,Executive,0.0,High,3.0,Cat_6,1,Cat_1
1811,465164,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
1812,465171,Female,Yes,48,Yes,Artist,8.0,High,4.0,Cat_6,5,Cat_5
1813,465172,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,5,Cat_5
1814,465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,2,Cat_2
1815,465176,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,5,Cat_5
1816,465181,Female,No,25,Yes,Healthcare,8.0,Low,1.0,Cat_4,3,Cat_3
1817,465182,Female,No,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,Cat_3
1818,465186,Female,Yes,43,No,Artist,4.0,Average,4.0,Cat_1,5,Cat_5
1819,465187,Female,Yes,39,No,Doctor,1.0,Average,4.0,Cat_4,5,Cat_5
1820,465188,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
1821,465189,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1822,465194,Male,No,22,No,Healthcare,9.0,Low,6.0,Cat_2,2,Cat_2
1823,465196,Female,No,31,Yes,Artist,2.0,Low,2.0,Cat_4,3,Cat_3
